title,subtitle,author_url,story_url,date,claps,responses,reading_time,tags,relatedUrl
Forecasts in Snowflake: Facebook Prophet on Cloud Run with SQL,By creating a Snowflake external…,https://towardsdatascience.com/@hoffa,https://towardsdatascience.com/forecasts-in-snowflake-facebook-prophet-on-cloud-run-with-sql-71c6f7fdc4e3?source=search_post---------13,"[<time datetime=""2021-05-14T17:06:18.544Z"">May 14, 2021</time>]",149,2 responses,8 min read,"['snowflake', 'certification', 'cloud-computing', 'snowpro', 'aws', 'snowflake', 'certification', 'cloud-computing', 'snowpro', 'aws']","['https:\\u002F\\u002Fmedium.com\\u002Fcinematography-stealth-3d-game\\u002Fintro-cutscene-fade-effects-82d0895f2bef', 'https:\\u002F\\u002Fmedium.com\\u002Fcodebrace\\u002Fleetcode-day-18-minimum-path-sum-671e80b49a2a', 'https:\\u002F\\u002Fmedium.com\\u002Fconducto\\u002Fnode-parameters-baf95e136437', 'https:\\u002F\\u002Fmedium.com\\u002F@anilsutariya\\u002Fswift-practical-memory-management-fa299173d7f9', 'https:\\u002F\\u002Fmedium.com\\u002F@amardeepbhowmick92\\u002Ftask-queuing-in-executors-newfixedthreadpool-31bc8c24b4d2', 'https:\\u002F\\u002Fnabendu82.medium.com\\u002Fyoutube-video-css3-in-10-days-day-9-a24c32f643f4', 'https:\\u002F\\u002Fjohnnemann.medium.com\\u002Flocalizing-ink-with-unity-42a4cf3590f3', 'https:\\u002F\\u002Fmedium.com\\u002F@HackDavis\\u002Fwinnerseries-smart-sensor-a83b5e3984d3', 'https:\\u002F\\u002Fplazagonzalo.medium.com\\u002Fsnowflake-snowpro-core-certification-stages-24be111e65ea']"
How disabling external IPs helped us cut down over 80% of our Cloud Dataflow costs,-,https://medium.com/@harshithdwivedi,https://medium.com/@harshithdwivedi/how-disabling-external-ips-helped-us-cut-down-over-80-of-our-cloud-dataflow-costs-259d25aebe74?source=search_post---------14,"[<time datetime=""2019-08-29T15:18:53.196Z"">Aug 29, 2019</time>]",312,1 response,4 min read,"['marketing', 'customer-experience', 'cloud-computing', 'marketing', 'customer-experience', 'cloud-computing']",['https:\\u002F\\u002Fmedium.com\\u002F@Knowlarity\\u002Fhow-cloud-based-applications-build-a-customer-centric-organization-fa6ffd73973']
Envoy External Authorization server (envoy.ext_authz) HelloWorld,-,https://medium.com/@salmaan-rashid,https://medium.com/google-cloud/envoy-external-authorization-server-envoy-ext-authz-helloworld-82eedc7f8122?source=search_post---------15,"[<time datetime=""2019-11-09T22:45:09.069Z"">Nov 9, 2019</time>]",104,2 responses,5 min read,"['kubernetes', 'services', 'nginx-ingress', 'ckad', 'cloud-native', 'kubernetes', 'services', 'nginx-ingress', 'ckad', 'cloud-native']","['https:\\u002F\\u002Fchatbotslife.com\\u002Fintegrate-google-rbm-rich-communication-services-business-messaging-in-dialogflow-933add9da1eb', 'https:\\u002F\\u002Fmedium.com\\u002Fapwine\\u002Fapwine-1m-seed-round-closed-5735e10b5cd7', 'https:\\u002F\\u002Fmakayppe.medium.com\\u002Fexportcloudwatchlogs-to-s3-lambda-events-8ebe4caadd0e', 'https:\\u002F\\u002Fmedium.com\\u002F@mtiller\\u002Fusing-git-hashes-in-makefile-rules-387a099b9cb', 'https:\\u002F\\u002Fblog.saurabhsrivastava.dev\\u002Fwhy-all-programmers-must-learn-c-c-608edbf7e397', 'https:\\u002F\\u002Fmedium.com\\u002F@kerushangovender\\u002Fwhat-is-people-driven-computing-4553b2ca18f0', 'https:\\u002F\\u002Fmedium.com\\u002F@abhinuv\\u002Ftext-to-speech-on-raspberry-pi-using-aws-polly-68c9c6877469', 'https:\\u002F\\u002Flevelup.gitconnected.com\\u002Fcligol-and-gifeegol-d5509a154bf6', 'https:\\u002F\\u002Fmedium.com\\u002Fadidoescode\\u002Finternal-and-external-connectivity-in-kubernetes-space-a25cba822089']"
Internal IP vs External IP Performance,-,https://medium.com/@duhroach,https://medium.com/@duhroach/internal-ip-vs-external-ip-performance-76f15a650356?source=search_post---------16,"[<time datetime=""2017-07-27T16:49:30.293Z"">Jul 27, 2017</time>]",94,0 responses,4 min read,"['cloud-computing', 'cloud-computing']","['https:\\u002F\\u002Fmedium.com\\u002Fshecancode\\u002Fwhy-you-need-the-power-of-emotional-intelligence-to-succeed-d14fde946836', 'https:\\u002F\\u002Fmedium.com\\u002F@matthewmchan\\u002Fweek-2-its-all-about-the-people-5f2fa1375c93', 'https:\\u002F\\u002Fmedium.com\\u002Fthe-e-cell-nitt-blog\\u002Fstartup-internship-a-better-choice-ed2ed8c85c36', 'https:\\u002F\\u002Fryanpurvis.medium.com\\u002Fthe-culture-of-teams-f1d0b0ea5a7d', 'https:\\u002F\\u002Fweeknot.es\\u002Fweeknotes-s03-ep07-19f9aadf23fe', 'https:\\u002F\\u002Fhananeaitdabel.medium.com\\u002Fiamremarkable-workshop-with-gdg-wtm-agadir-in-morocco-990eaaea6edf', 'https:\\u002F\\u002Fcodeburst.io\\u002Fi-bombed-my-first-technical-interview-and-im-glad-that-i-did-2d218b465298', 'https:\\u002F\\u002Fweeknot.es\\u002Fweeknotes-s6-ep05-98a57dffcb17', 'https:\\u002F\\u002Fmedium.com\\u002F@jordangruenspan\\u002Fthe-cloud-cf0a8fa4e896']"
Building Complex Features in MongoDB Cloud,"Using functions, webhooks, and values to utilize external APIs.",https://medium.com/@toddbirchard.,https://medium.com/hacking-and-slacking/building-complex-features-in-mongodb-cloud-632069407fa2?source=search_post---------17,"[<time datetime=""2018-12-14T13:00:00.000Z"">Dec 14, 2018</time>]",83,0 responses,7 min read,"['aws', 'cloud-computing', 'databases', 'mysql', 'replication', 'aws', 'cloud-computing', 'databases', 'mysql', 'replication']",['https:\\u002F\\u002Fblog.powerupcloud.com\\u002Fhow-to-configure-replication-from-aws-mysql-aurora-to-external-replica-b458ca34ffe7']
Configure External Master For CloudSQL — Replicate VM MySQL to CloudSQL,-,https://blog.searce.com/@bhuvithedataguy,https://blog.searce.com/configure-external-master-for-cloudsql-replicate-vm-mysql-to-cloudsql-1f0e059e1cc6?source=search_post---------18,"[<time datetime=""2018-07-26T00:30:03.820Z"">Jul 25, 2018</time>]",34,1 response,5 min read,"['javascript', 'visual-builder', 'low-code', 'javascript', 'visual-builder', 'low-code']",['https:\\u002F\\u002Fmedium.com\\u002F@shraybansal\\u002Freading-nested-json-data-from-external-rest-in-visual-builder-cloud-service-1feb9c6d520c']
How to Setup AWS Lambda in Scala without any external Library,-,https://medium.com/@edwardgunawan880,https://medium.com/swlh/how-to-setup-aws-lambda-in-scala-without-any-external-library-9b1e754d29a5?source=search_post---------19,"[<time datetime=""2019-12-04T13:01:01.471Z"">Dec 4, 2019</time>]",165,1 response,6 min read,"['android', 'firebase', 'firebasecloudmessaging', 'push-notification', 'androiddev', 'android', 'firebase', 'firebasecloudmessaging', 'push-notification', 'androiddev']","['https:\\u002F\\u002Fmedium.com\\u002Fmindorks\\u002Fsend-device-to-device-push-notification-using-firebase-cloud-messaging-without-using-external-769476c79ffd', 'https:\\u002F\\u002Fmedium.com\\u002F@firstenquiryraju\\u002Fdetail-description-about-java-i-o-input-and-output-dacc1d10d854', 'https:\\u002F\\u002Fmedium.com\\u002F@datos_io\\u002Fleading-infrastructure-companies-netapp-and-cisco-bet-on-datos-io-70830b77ac8a', 'https:\\u002F\\u002Fmedium.com\\u002Fasana-superheroes\\u002Fintroducing-the-first-asana-micro-incubator-1fbf7fa5ffcd', 'https:\\u002F\\u002Femarchiset.medium.com\\u002Fhow-to-include-in-line-comments-in-businessworks-6-x-mappings-3fc945619af4', 'https:\\u002F\\u002Fmedium.com\\u002F@higfvhvjjvff\\u002Fmuskox-customer-care-number-8391957781muskox-customer-care-number-8391957781muskox-customer-care-729feff3c375', 'https:\\u002F\\u002Fkenchan-canuck.medium.com\\u002Fpresenting-messaging-mesh-a-microservices-pattern-and-framework-during-covid-19-pandemic-56b00f70d7ad', 'https:\\u002F\\u002Fcherono-mj.medium.com\\u002Fmerging-two-datasets-side-by-side-python-567754eee903', 'https:\\u002F\\u002Fmedium.com\\u002F@johannesfritsch\\u002Ffinally-going-paperless-ee1043c0539b']"
Configure External Listener For Always On Availability Groups in GCP,-,https://blog.searce.com/@bhuvithedataguy,https://blog.searce.com/configure-external-listener-for-always-on-availability-groups-in-gcp-e1ae1c9632d1?source=search_post---------20,"[<time datetime=""2019-08-08T15:45:00.883Z"">Aug 8, 2019</time>]",88,1 response,9 min read,"['google-cloud-platform', 'google-big-query', 'cloud-storage', 'cloud-sql', 'google-drive', 'google-cloud-platform', 'google-big-query', 'cloud-storage', 'cloud-sql', 'google-drive']","['https:\\u002F\\u002Fmedium.com\\u002Fgoogle-cloud\\u002Fhow-to-integrate-external-data-sources-with-bigquery-9e126d5751ea', 'https:\\u002F\\u002Felena-glazkova.com\\u002Fmy-world-and-i-made-with-insta-360-camera-itseez3d-scanner-mixamo-and-unity-956dba35afeb', 'https:\\u002F\\u002Fblog.goposse.com\\u002Frise-up-the-story-of-how-the-hamilton-app-uses-flutter-to-do-more-for-its-fans-1d9cd76f95f1', 'https:\\u002F\\u002Frealmilan.medium.com\\u002Fhuman-face-analysis-using-aws-rekognition-webapp-b01fb39bae55', 'https:\\u002F\\u002Fmedium.com\\u002F@gray.sanders\\u002Flca-learning-unit-3-week-4-50b9d15beab2', 'https:\\u002F\\u002Fmedium.com\\u002Fibm-watson-speech-services\\u002Fwatson-speech-to-text-how-to-plan-your-migration-to-the-next-generation-models-6b10605b3bc5', 'https:\\u002F\\u002Faltexsoft.medium.com\\u002Fwhat-is-pnr-passenger-name-record-explained-in-details-b85e0b6fbab', 'https:\\u002F\\u002Fnasbench.medium.com\\u002Funderstanding-detecting-c2-frameworks-babyshark-641be4595845', 'https:\\u002F\\u002Fhasakelum.medium.com\\u002Fgolden-ami-using-cloud-formation-c8b37305b453']"
Routing from Kubernetes to External VMs using the Ambassador API gateway: A Terraformed Playground,-,https://itnext.io/@danielbryantuk,https://itnext.io/routing-from-kubernetes-to-external-vms-using-the-ambassador-api-gateway-a-terraformed-playground-4faead9b021d?source=search_post---------21,"[<time datetime=""2019-03-27T14:28:15.512Z"">Mar 27, 2019</time>]",68,0 responses,5 min read,"['big-data', 'google-cloud-platform', 'google-dataflow', 'apache-beam', 'pardo', 'big-data', 'google-cloud-platform', 'google-dataflow', 'apache-beam', 'pardo']",['https:\\u002F\\u002Fmedium.com\\u002F@ajitoct24\\u002Fdataflow-design-pattern-updating-in-memory-configuration-with-external-trigger-on-the-fly-in-8e9be85e508b']
Application Development On Salesforce App Cloud,-,https://medium.com/@mohitkumarsrivastav,https://medium.com/@mohitkumarsrivastav/application-development-on-salesforce-app-cloud-89b4098476cf?source=search_post---------22,"[<time datetime=""2016-05-20T19:30:03.822Z"">May 20, 2016</time>]",56,2 responses,4 min read,"['kubernetes', 'istio', 'ingress', 'gateway', 'kubernetes', 'istio', 'ingress', 'gateway']",['https:\\u002F\\u002Fmedium.com\\u002Fcloud-native-the-gathering\\u002Fistio-ingress-to-expose-your-k8s-services-via-individual-dns-2ec9c2717b81']
External Authorization Server with Istio,-,https://medium.com/@salmaan-rashid,https://medium.com/google-cloud/external-authorization-server-with-istio-1159b21682bb?source=search_post---------23,"[<time datetime=""2020-03-24T15:12:25.713Z"">Mar 24, 2020</time>]",68,1 response,15 min read,"['devops', 'programming', 'aem', 'software-development', 'technology', 'devops', 'programming', 'aem', 'software-development', 'technology']","['https:\\u002F\\u002Fpropersoft.medium.com\\u002Fimport-a-csv-transaction-file-into-quickbooks-2540eb9f842e', 'https:\\u002F\\u002Fmedium.com\\u002F@disjfa\\u002Fsymfony-autowire-how-to-9b34e1ba4ca4', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Fhow-to-setup-selenium-on-a-linux-vm-cd19ee47d922', 'https:\\u002F\\u002Fmedium.com\\u002Fcs373-swe-blogs\\u002Fcs-373-spring-2021-week-6-9676e853c377', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Fwhat-is-quantum-entanglement-anyway-4ea97df4bb0e', 'https:\\u002F\\u002Feklhad.medium.com\\u002F2016-10-18-election-2016-analyzing-real-time-twitter-sentiment-with-memsql-pipelines-4cbdc5856354', 'https:\\u002F\\u002Fmedium.com\\u002F@okundaye.preciousnosa\\u002Fnil-empty-blank-what-they-really-do-6fa658ed689', 'https:\\u002F\\u002Fmedium.com\\u002F@fetchr\\u002Fhow-can-a-shipping-api-help-streamline-customer-experience-cac2514c9979', 'https:\\u002F\\u002Fmedium.com\\u002Ftech-learnings\\u002Fsync-external-git-repository-to-cloud-manager-repository-342525fb13c0']"
Configure External Replica For CloudSQL — Replication from CloudSQL to VM,-,https://blog.searce.com/@bhuvithedataguy,https://blog.searce.com/configure-external-replica-for-cloudsql-replication-from-cloudsql-to-vm-754a4ff00469?source=search_post---------24,"[<time datetime=""2018-07-25T15:16:47.264Z"">Jul 25, 2018</time>]",24,2 responses,5 min read,"['apache-apisix', 'etcd', 'etcdctl', 'api-gateway', 'cloud-native', 'apache-apisix', 'etcd', 'etcdctl', 'api-gateway', 'cloud-native']","['https:\\u002F\\u002Fkosherbonus.medium.com\\u002Fchess-online-with-friends-7748e1e14f9d', '', 'alse}},', '1d4e0ae3d5c5', 'j8zDBP5piVhdF3cgIQ.jpeg', 'd:lo_1d4e0ae3d5c5', '1c8026-viewerId:lo_1d4e0ae3d5c5', 'lShownAt', 'ragraph:7df1a0d4827d_16']"
