title,subtitle,author_url,story_url,date,claps,responses,reading_time,tags,relatedUrl
A beginner’s guide to the basics of what cloud computing is about,-,https://scientya.com/@yahyaibnmohamed,https://scientya.com/a-beginners-guide-to-the-basics-of-what-cloud-computing-is-about-e8b3b7f25a30?source=search_post---------10,"[<time datetime=""2018-08-06T13:43:32.107Z"">Aug 6, 2018</time>]",2.8K,4 responses,7 min read,"['tech', 'aws', 'self-improvement', 'programming', 'technology', 'tech', 'aws', 'self-improvement', 'programming', 'technology']","['https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fa-beginners-guide-to-streamlit-5e0a4e711968', 'https:\\u002F\\u002Fezracruz.medium.com\\u002Ffrom-quest-to-cardboard-804f8091a84e', 'https:\\u002F\\u002Ffaun.pub\\u002Fcertified-kubernetes-administrator-application-developer-and-security-specialist-47961ac33eef', 'https:\\u002F\\u002Fdeflatefi.medium.com\\u002Fblnv1-buyback-blnv2-a83dea3befb2', 'https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fautomating-front-end-development-a97f98c15af6', 'https:\\u002F\\u002Fmedium.com\\u002Femblatech\\u002Fthe-importance-of-code-quality-ac7afa598c0d', 'https:\\u002F\\u002Fpreethysenthil93.medium.com\\u002Fwhat-makes-flutter-different-from-other-languages-and-frameworks-608d1ad55a9', 'https:\\u002F\\u002Fthedatafreak.medium.com\\u002Fadding-derived-columns-to-a-dataframe-667290083645', 'https:\\u002F\\u002Fmedium.com\\u002Ffree-code-camp\\u002Fwhy-learning-to-code-alexa-skills-is-the-gateway-to-a-cloud-computing-job-fa13c1c0c853']"
Seedify integrates Phala Network for trustless and secure cloud computing power to its customers,-,https://medium.com/@seedifymarketing,https://medium.com/seedify/seedify-integrates-phala-network-for-trustless-and-secure-cloud-computing-power-to-its-customers-5bf6bd814ad7?source=search_post---------11,"[<time datetime=""2021-09-16T14:47:17.101Z"">Sep 16, 2021</time>]",310,0 responses,3 min read,"['cointiger', 'cryptocurrency', 'blockchain', 'cloud-computing', 'cloud-computing-sale', ' Service reserves all rights to interpret this product and agreement.', 'ts to interpret this product and agreement.', 'd agreement.', 'ref', 'a']","['https:\\u002F\\u002Fmedium.com\\u002Fbonfiorg\\u002Fbonfi-will-list-on-probit-exchange-bb1f0fac1cc9', 'https:\\u002F\\u002Fmedium.com\\u002F@picolo\\u002Four-4-outrageous-predictions-for-security-tokens-in-2020-bd3b29184461', 'https:\\u002F\\u002Fsil-finance.medium.com\\u002Foec-%EF%B8%8F-sil-ama-review-oct-29-2021-3ea7cb2a93dd', 'https:\\u002F\\u002Fmedium.com\\u002F@kommunitas\\u002Fthe-crypto-blade-x-kommunity-be4a49df7a08', 'https:\\u002F\\u002Foccamfinance.medium.com\\u002Ffirst-look-at-occam-finance-877ef8b643fa', 'https:\\u002F\\u002Fmedium.com\\u002F@gionice8081\\u002Fibg-finance-9e71a260e0a7', 'https:\\u002F\\u002Fmedium.com\\u002Fcointiger\\u002Fshib-will-be-available-on-cointiger-on-6-january-f252bb59e047', 'https:\\u002F\\u002Fblog.kyber.network\\u002Fintroducing-the-automated-price-reserve-77d41ed1aa70', 'https:\\u002F\\u002Fmedium.com\\u002Fcointiger\\u002Fcointiger-launches-ipfs-filecoin-cloud-computing-sale-phase-1-together-with-dasheng-venture-capital-cd807805dd84']"
Amazon’s Cloud-Computing Empire Faces Threat From Edge of the Network,Shifting computer power closer…,https://medium.com/@bloomberg,https://medium.com/bloomberg/amazons-cloud-computing-empire-faces-threat-from-edge-of-the-network-e8815f5bd015?source=search_post---------12,"[<time datetime=""2019-08-21T16:50:00.000Z"">Aug 21, 2019</time>]",496,5 responses,4 min read,"['bitcherryallsparkplan', 'blockchain', 'blockchain-technology', 'blockchain-development', 'ipv8', 'bitcherryallsparkplan', 'blockchain', 'blockchain-technology', 'blockchain-development', 'ipv8']","['https:\\u002F\\u002Fcodeburst.io\\u002Fhow-to-create-an-alexa-skill-with-node-js-and-dynamodb-3c9d5e9661', 'https:\\u002F\\u002Fmedium.com\\u002F@d1do.pankid\\u002Fsetup-ssh-key-di-google-cloud-compute-engine-fcaf98b2ba22', 'https:\\u002F\\u002Fmedium.com\\u002F@pratik.shivaraikar\\u002Fa-modern-alternative-to-traditional-web-stacks-67f15c7bb766', 'https:\\u002F\\u002Fmedium.com\\u002F@luc.trudeau\\u002Fvideo-compression-bounty-hunters-c8edf43d440', 'https:\\u002F\\u002Fmedium.com\\u002F@cfatechblog\\u002Fvalidating-like-a-user-at-chick-fil-a-d33a000d6d97', 'https:\\u002F\\u002Fmedium.com\\u002F@andrentran\\u002Fcs373-week-of-13apr-19apr-81e065121982', 'https:\\u002F\\u002Fmedium.com\\u002Ftaraxa-project\\u002Ftaraxaweekly-upd-9eb1907b8bcb', 'https:\\u002F\\u002Fwinatalent.medium.com\\u002Fagile-project-estimation-and-techniques-winatalent-93ffda2beef6', 'https:\\u002F\\u002Fmedium.com\\u002Fbitcherryglobal\\u002Fdecentralized-cloud-computing-platform-bitdns-officially-join-bitcherry-all-spark-plan-3a2d8fca5175']"
The Fast and the Furious: How the Evolution of Cloud Computing Is Accelerating Builder Velocity,-,https://medium.com/@stephenorban,https://medium.com/aws-enterprise-collection/the-fast-and-the-furious-how-the-evolution-of-cloud-computing-is-accelerating-builder-velocity-d4282d74a370?source=search_post---------13,"[<time datetime=""2017-05-15T13:25:39.609Z"">May 15, 2017</time>]",118,2 responses,10 min read,"['cloud-computing', 'business', 'enterprise-technology', 'cloud-computing', 'business', 'enterprise-technology']",['https:\\u002F\\u002Fmedium.com\\u002F@RedPixie\\u002F10-ways-cloud-computing-can-help-your-business-d6ba34b94cf3']
Multi-tenancy after 10 years of Cloud Computing,-,https://medium.com/@srinathperera,https://medium.com/hackernoon/multi-tenancy-after-10-years-of-cloud-computing-19de782ef899?source=search_post---------14,"[<time datetime=""2016-12-10T02:34:01.307Z"">Dec 9, 2016</time>]",228,2 responses,9 min read,"['cloud-computing', 'small-business', 'startup', 'feedback', 'entrepreneurship', 'cloud-computing', 'small-business', 'startup', 'feedback', 'entrepreneurship']",['https:\\u002F\\u002Fmedium.com\\u002Fhackernoon\\u002F3-types-of-cloud-computing-and-what-fits-small-or-medium-business-smb-best-46cad297c7a8']
We’re partnering up with iExec to give cryptotraders power of blockchain-based cloud computing platform,-,https://blog.signals.network/@Signals.Network,https://blog.signals.network/were-partnering-up-with-iexec-to-give-cryptotraders-power-of-blockchain-based-cloud-computing-2419d2fa9080?source=search_post---------15,"[<time datetime=""2017-11-15T16:24:35.037Z"">Nov 15, 2017</time>]",534,2 responses,2 min read,"['blockchain', 'golem', 'finance', 'investing', 'cryptocurrency', 'blockchain', 'golem', 'finance', 'investing', 'cryptocurrency']","['https:\\u002F\\u002Fmedium.com\\u002F@mondedewy\\u002Fmy-experience-of-using-a-platform-website-of-the-bounty-global-c2014dd902c6', 'https:\\u002F\\u002Fventuredigitalist.medium.com\\u002Fwelcome-to-venture-digitalist-bb32f86bb61', 'https:\\u002F\\u002Fmedium.com\\u002Fhackernoon\\u002F10-insights-from-investors-how-they-evaluate-ico-projects-e05c00cc8607', 'https:\\u002F\\u002Fsushisetdollar.medium.com\\u002Fsushi-set-dollar-b2e52cb7f83b', 'https:\\u002F\\u002Fadigalea.medium.com\\u002Fmss-post-series-nfts-91d1f0308a5a', 'https:\\u002F\\u002Ffreecryptocoinforyou.medium.com\\u002Fhow-to-get-free-stellar-lumens-xlm-every-week-b6c1535fede8', 'https:\\u002F\\u002Fmedium.com\\u002Fs\\u002Fcointalk\\u002Fepisode-85-%EF%B8%8F-bury-me-with-my-cardano-44d777ea6d39', 'https:\\u002F\\u002Fmedium.com\\u002Fs\\u002Fcointalk\\u002Fcoin-talk-26-penguin-jetpacks-w-nathaniel-popper-from-the-new-york-times-44652b88526f', 'https:\\u002F\\u002Fmedium.com\\u002Fhackernoon\\u002Freal-world-applications-of-cryptocurrencies-cloud-computing-59745dd95145']"
DADI A Decentralized Web Service Designed To Revolutionize Cloud Computing,-,https://medium.com/@cryptoresearch,https://medium.com/hackernoon/dadi-a-decentralized-web-service-designed-to-revolutionize-cloud-computing-c2c05386c301?source=search_post---------16,"[<time datetime=""2018-03-05T17:24:51.513Z"">Mar 5, 2018</time>]",174,1 response,13 min read,"['cloud-computing', 'aws', 'sap', 'microsoft', 'tech', 'cloud-computing', 'aws', 'sap', 'microsoft', 'tech']","['https:\\u002F\\u002Fluke-lu-19214.medium.com\\u002Fwhy-my-grandma-loves-my-geeetech-3d-printer-266058eacd04', 'https:\\u002F\\u002Fmedium.com\\u002Fdatavillage\\u002Fthe-new-internet-revolution-or-evolution-1a44d9e8d1ca', 'https:\\u002F\\u002Fmedium.com\\u002F@s_o_s\\u002Fis-it-possible-to-live-6-months-in-vr-with-current-technologies-f15bbc1b5c5d', 'https:\\u002F\\u002Frsharishkumar17.medium.com\\u002Fhands-on-samsung-galaxy-note-20-review-51d9dd19d637', 'https:\\u002F\\u002Fblog.digifabster.com\\u002Fthe-next-five-years-of-3d-printing-7f060f9d3064', 'https:\\u002F\\u002Fmedium.com\\u002Fnext-level-german-engineering\\u002Fhow-augmented-reality-finds-its-way-into-the-automotive-industry-95ec326e00b0', 'https:\\u002F\\u002Fmedium.com\\u002F@TeratoGlobalLLC\\u002Fhow-terato-is-implementing-iot-ai-in-the-healthcare-sector-terato-blog-adcd43c2a17d', 'https:\\u002F\\u002Fmedium.com\\u002F@imagor.tal\\u002Fthis-is-how-i-signed-a-contract-with-the-devil-or-how-bt-destroyed-my-health-f6877ca17ade', 'https:\\u002F\\u002Fmedium.com\\u002Fnext-level-german-engineering\\u002Fhow-cloud-computing-changes-the-way-of-business-at-porsche-5597e4313572']"
You Need to Move from Cloud Computing to Edge Computing Now!,Edge Computing market size is expected to…,https://towardsdatascience.com/@sabinaa.pokhrel,https://towardsdatascience.com/you-need-to-move-from-cloud-computing-to-edge-computing-now-e8759eb9690f?source=search_post---------17,"[<time datetime=""2019-11-20T03:31:50.615Z"">Nov 19, 2019</time>]",197,3 responses,6 min read,"['technology', 'nyc', 'jobs', 'technology', 'nyc', 'jobs']",['https:\\u002F\\u002Fmedium.com\\u002F@TechJobs_NYC\\u002Fgoogle-races-to-catch-up-in-cloud-computing-d78bb753cd1c']
A Brief History of Cloud Computing,Threat Intel’s ‘History of…’ series looks at the origins and…,https://medium.com/@threatintel,https://medium.com/threat-intel/cloud-computing-e5e746b282f5?source=search_post---------18,"[<time datetime=""2018-01-18T14:05:56.693Z"">Jan 18, 2018</time>]",190,0 responses,5 min read,"['editors-pick', 'tds-features', 'deep-dives', 'editors-pick', 'tds-features', 'deep-dives', 'programming', 'software-development', 'technology', 'cloud-computing', 'coding', 'programming', 'software-development', 'technology', 'cloud-computing', 'coding']","['https:\\u002F\\u002Faws.plainenglish.io\\u002Fhow-to-setup-windows-subsystem-for-linux-2-wsl2-on-windows-4cf36423ad39', 'https:\\u002F\\u002Fecommerce-consultant.medium.com\\u002Fwhats-new-wordpress-5-4-release-notes-4d1fc6b7a778', 'https:\\u002F\\u002Flevelup.gitconnected.com\\u002Fhow-to-unit-test-css-a4595706b26d', 'https:\\u002F\\u002Faalphaindia.medium.com\\u002Ftop-7-software-development-outsourcing-companies-in-2020-cc58a6b2c80d', 'https:\\u002F\\u002Fferdisungkar.medium.com\\u002Fscrum-a85030f5148b', 'https:\\u002F\\u002Fmedium.com\\u002Fdatakaresolutions\\u002Fhive-design-patterns-632f9613fa52', 'https:\\u002F\\u002Fmedium.com\\u002Findeed-engineering\\u002Fmanaging-experiments-and-behavior-dynamically-with-proctor-7b7094b6fd8a', 'https:\\u002F\\u002Fmichalmolka.medium.com\\u002Fdax-previous-day-1cd3f8c2eae6', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Fdeployment-models-cloud-computing-b17fe1e58d44']"
The Next Layer of Abstraction in Cloud Computing is Serverless,IAAS → PAAS → Serverless,https://read.acloud.guru/@samkroon,https://read.acloud.guru/iaas-paas-serverless-the-next-big-deal-in-cloud-computing-34b8198c98a2?source=search_post---------19,"[<time datetime=""2016-05-19T23:09:28.311Z"">May 19, 2016</time>]",84,0 responses,3 min read,"['startup', 'entrepreneurship', 'silicon-valley', 'go-to-market', 'interview', 'startup', 'entrepreneurship', 'silicon-valley', 'go-to-market', 'interview']",['https:\\u002F\\u002Fmedium.com\\u002Fwhat-it-takes\\u002Fdropbox-s-multi-channel-strategy-5f1a051788bd']
Isolates are the Future of Cloud Computing,I work on a cloud computing platform. Unlike every other…,https://medium.com/@zackbloom,https://medium.com/@zackbloom/isolates-are-the-future-of-cloud-computing-cf7ab91c6142?source=search_post---------20,"[<time datetime=""2018-10-18T03:37:31.666Z"">Oct 17, 2018</time>]",455,6 responses,7 min read,"['aws', 'guest-post', 'cloud-computing', 'tech', 'aws', 'guest-post', 'cloud-computing', 'tech']","['https:\\u002F\\u002Farvrjourney.com\\u002F3-ways-to-make-sure-vr-integration-is-the-right-choice-for-your-business-1673cc373dbb', 'https:\\u002F\\u002Fmedium.com\\u002F@kasfy.allama\\u002Fdidnt-get-back-tap-after-upgrading-to-ios-14-here-is-how-to-quickly-took-a-screenshot-ce1d5bb43b46', 'https:\\u002F\\u002Fmedium.com\\u002Fdesign-globant\\u002Fmapping-immersive-futures-3d2bdf511927', 'https:\\u002F\\u002Fbluebite.medium.com\\u002Fthe-state-of-nfc-in-2020-2a512e83774b', 'https:\\u002F\\u002Fromo-gis.medium.com\\u002Fdetroit-is-on-the-rise-providing-the-tools-for-safe-engaged-communities-a3d353d74a03', 'https:\\u002F\\u002Fhaptic.al\\u002Fthe-academy-awards-its-first-oscar-for-virtual-reality-bd172e09f071', 'https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fwhat-covid-19-did-for-zoom-us-what-zoom-us-did-for-covid-19-c3b766a6c723', 'https:\\u002F\\u002Fmedium.com\\u002F@workforcek\\u002Fwhat-is-the-famous-vivo-mobile-in-india-d27aef46ca91', 'https:\\u002F\\u002Fmedium.com\\u002Faws-enterprise-collection\\u002Fthe-fast-and-the-furious-how-the-evolution-of-cloud-computing-is-accelerating-builder-velocity-d4282d74a370']"
