title,subtitle,author_url,story_url,date,claps,responses,reading_time,tags,relatedUrl
Which IAAS Platform Is Right for Your Business,-,https://medium.com/@ashishsharma31,https://medium.com/latest-technology-news/which-iaas-platform-is-right-for-your-business-bc024d3ffab3?source=search_post---------43,"[<time datetime=""2017-01-31T07:44:06.000Z"">Jan 31, 2017</time>]",0,0 responses,3 min read,"['cloud-computing', 'artificial-intelligence', 'analysis', 'data-science', 'machine-learning', 'cloud-computing', 'artificial-intelligence', 'analysis', 'data-science', 'machine-learning']","['https:\\u002F\\u002Fmedium.com\\u002F@ashwinkey04\\u002Fhow-i-squashed-commits-in-git-3ee151446c15', 'https:\\u002F\\u002Fmedium.com\\u002F@jng2learn\\u002Fsetup-terminal-and-iterm-for-sublime-shortcut-subl-d4f88f72d88', 'https:\\u002F\\u002Fprateek-gangwar.medium.com\\u002Fexception-correlation-failed-ebeb8d128016', 'https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fdissecting-dynamic-programming-2cf821b5e75', 'https:\\u002F\\u002Fjadeglobal.medium.com\\u002Foracle-bi-and-epm-are-converging-are-you-ready-b9c41605a446', 'https:\\u002F\\u002Fchukaokoye93.medium.com\\u002Fweek-4-oh-my-database-db3117d2b7c8', 'https:\\u002F\\u002Fmbvissers.medium.com\\u002Fhow-to-learn-the-basics-of-programming-a33fba2832d', 'https:\\u002F\\u002Fmedium.com\\u002Fa-journey-with-go\\u002Fgo-gomaxprocs-live-updates-407ad08624e1', 'https:\\u002F\\u002Farchitecht.io\\u002Faws-and-microsoft-get-some-company-in-gartners-iaas-magic-quadrant-49f396e6b18e']"
Best Bet for Tech Stocks in 2019? Secular IaaS.,-,https://medium.com/@beth-kindig,https://medium.com/@beth-kindig/best-bet-for-tech-stocks-in-2019-secular-iaas-73a22cae58cb?source=search_post---------44,"[<time datetime=""2019-02-08T00:16:33.000Z"">Feb 8, 2019</time>]",0,0 responses,4 min read,"['drupal', 'standards', 'drupal', 'standards']","['https:\\u002F\\u002Fmedium.com\\u002F@mcraddock\\u002Fdrupal-standard-for-uk-public-sector-57d4dfaa3a29', 'https:\\u002F\\u002Faleconey.medium.com\\u002Funity-c-challenge-37-smart-enemy-7c7e9eae51c7', 'https:\\u002F\\u002Fmedium.com\\u002F@analyzeeducate\\u002Fblog-portfolio-essay-a02c529d039a', 'https:\\u002F\\u002Fmedium.com\\u002F@Gabriel-Gelin\\u002Fthe-following-text-is-an-essay-i-wrote-few-monts-ago-to-test-my-writing-ability-ee9672d62af3', 'https:\\u002F\\u002Fmedium.com\\u002F@pradewitch\\u002Fpast-future-92d4dc918a62']"
Alibaba Named by Gartner as Third Biggest Global Provider for IaaS and First in Asia Pacific,-,https://medium.com/@alibaba-cloud,https://medium.com/@alibaba-cloud/alibaba-named-by-gartner-as-third-biggest-global-provider-for-iaas-and-first-in-asia-pacific-517d0bc095bf?source=search_post---------45,"[<time datetime=""2020-07-01T02:28:23.690Z"">Jul 1, 2020</time>]",0,0 responses,3 min read,"['aws', 'deplo', ',', 't', 'navirus and Covid-19, visit cdc.gov.', '']","['https:\\u002F\\u002Fmedium.com\\u002F@kevinsprince\\u002Fiaas-security-groups-60abbb5c1ba4', 'https:\\u002F\\u002Fedgardo-cj.medium.com\\u002Faws-automation-eni-configuration-on-rhel-and-centos-f5ac9fc01901', 'https:\\u002F\\u002Fmedium.com\\u002F@trystans2112\\u002Fone-click-trial-on-tyk-api-gateway-with-tin-de776fac18e5', 'https:\\u002F\\u002Faws.plainenglish.io\\u002Fauto-upgrade-of-amazon-rds-db-instance-engine-19c30d00d024', 'https:\\u002F\\u002Fgabrieledecapoa.medium.com\\u002Fthe-magical-world-of-containers-docker-bbb3aaeffb49']"
Pure Play Tech Stocks to Benefit from IaaS Growth,-,https://medium.com/@beth-kindig,https://medium.com/@beth-kindig/pure-play-tech-stocks-to-benefit-from-iaas-growth-b3f2c4cfb095?source=search_post---------46,"[<time datetime=""2019-02-08T02:49:32.000Z"">Feb 8, 2019</time>]",0,0 responses,6 min read,"['aws', 'aws']","['https:\\u002F\\u002Fmedium.com\\u002Fpart-1-of-4-oracle-iaas-and-seven-pillars-of\\u002Fpart-2-of-4-oracle-iaas-and-seven-pillars-of-trusted-enterprise-cloud-platform-f99d214f1718', 'https:\\u002F\\u002Ffaun.pub\\u002Fcnb-cloud-native-buildpacks-using-pack-c3fbb22cb2dd', 'https:\\u002F\\u002Fmedium.com\\u002F@themexpert\\u002Fthe-beginners-guide-to-create-multilingual-joomla-website-ff2f6807d777', 'https:\\u002F\\u002Fmedium.com\\u002F@yahyabayramoglu\\u002Fhow-big-is-your-application-4c89377c51d', 'https:\\u002F\\u002Fericsetiawan866.medium.com\\u002Fomnisphere-2-6-crack-free-download-for-mac-win-bc792b47051d', 'https:\\u002F\\u002Fkokyaw052.medium.com\\u002Funderstanding-git-statuses-storage-areas-and-useful-daily-git-commands-9f352cf50ff4', 'https:\\u002F\\u002Fmedium.com\\u002F@monalisasolomon578\\u002Freduce-cost-and-increase-productivity-with-value-added-it-services-from-buzinessware-link-3a7e23e5c3c2', 'https:\\u002F\\u002Fjhasubhash.medium.com\\u002Fdata-oriented-design-patterns-cfbfd1a1dc59', 'https:\\u002F\\u002Fpsid23.medium.com\\u002Fsharding-e9ca51f343f3', 'https:\\u002F\\u002Fzhuting.medium.com\\u002Faws-notes-599e9b6e9410', 'https:\\u002F\\u002Fmedium.com\\u002F@nidhipatel242424\\u002Fdeploying-games-on-aws-using-amazon-gamelift-272fbb5254f8', 'https:\\u002F\\u002Faeliusventure.medium.com\\u002Faws-lambda-brief-guide-519808474b30', 'https:\\u002F\\u002Fmedium.com\\u002Fgargee-bhatnagar\\u002Faws-managed-streaming-for-apache-kafka-streaming-messages-from-producer-to-consumer-using-amazon-e6b082e382f6']"
Kierunki rozwoju usług w modelu IaaS,-,https://medium.com/@kkempin,https://medium.com/@kkempin/kierunki-rozwoju-us%C5%82ug-w-modelu-iaas-df7fd71283f4?source=search_post---------48,"[<time datetime=""2021-11-23T07:10:19.581Z"">Nov 23, 2021</time>]",0,0 responses,7 min read,[],['https:\\u002F\\u002Fprecipitation.io\\u002Fprediction-on-the-impending-2015-gartner-cloud-iaas-magic-quadrant-c9efb4759454']
AMA with Gem Collectors: “Eureka” Moment and How the Purpose of StrongNode.io was Forged for the New Normal with the Covid-19 Pandemic,-,https://medium.com/@strongnode,https://medium.com/strongnode/ama-with-gem-collectors-eureka-moment-and-how-the-purpose-of-strongnode-io-155f5ca8d463?source=search_post---------49,"[<time datetime=""2021-09-28T21:12:01.578Z"">Sep 29, 2021</time>]",1.6K,0 responses,4 min read,"['cloud-computing', 'saas', 'paas', 'iaas', 'cloud', 'cloud-computing', 'saas', 'paas', 'iaas', 'cloud']","['https:\\u002F\\u002Fdaffodilsw.medium.com\\u002Fsaas-vs-paas-vs-iaas-overview-and-comparison-1cf32be3939c', 'https:\\u002F\\u002Fmedium.com\\u002F@ishitachakra\\u002Fhow-to-create-your-first-r-package-aec248f955d6', 'https:\\u002F\\u002Fesprocforbp.medium.com\\u002Fextract-data-from-complex-row-style-text-1bd2e51f2da5', 'https:\\u002F\\u002Fcodeorg.medium.com\\u002F5-questions-with-googles-sanaz-ahari-lemelson-86a250b295f9', 'https:\\u002F\\u002Fmedium.com\\u002F@joneswaddell\\u002Fis-agile-still-relevant-a29a8a11b9cf', 'https:\\u002F\\u002Fbpricilla.medium.com\\u002Fassertions-in-postman-41a16d1d7304', 'https:\\u002F\\u002Fmedium.com\\u002F@marco.r.eissa\\u002Fdjango-3-channels-3-low-throughput-and-what-can-you-do-about-it-9a1170b16d9d', 'https:\\u002F\\u002Fmedium.com\\u002Fcodezillas\\u002Fwant-to-be-a-best-web-developer-learn-golang-not-node-js-69b4166d1449', 'https:\\u002F\\u002Fmedium.com\\u002F@eboule\\u002Fread-download-modern-graphics-communications-full-book-pdf-full-audiobook-8897dca9e822', 'https:\\u002F\\u002Fchiacheng-lu.medium.com\\u002Fhow-we-designed-our-latest-website-a-complete-journey-35c3ba6778da', 'https:\\u002F\\u002Fvc-sree.medium.com\\u002Fno-low-touch-automation-and-experience-522376cd2d25', 'https:\\u002F\\u002Fmedium.com\\u002F@krishnacavva\\u002Fstrategical-role-of-an-enterprise-architect-2f73a1ff2e02', 'https:\\u002F\\u002Fmedium.com\\u002F@nagarjoon.b\\u002Fapp-modernization-can-be-painless-if-you-do-it-right-cbecedaf3d59']"
AMA Highlights with GAINs Chat: The Executive Team focuses on the $SNE Token and the StrongNode Ecosystem,-,https://medium.com/@strongnode,https://medium.com/strongnode/ama-highlights-with-gains-chat-the-executive-team-focuses-on-the-sne-token-and-the-strongnode-1cbb1550fa36?source=search_post---------50,"[<time datetime=""2021-09-22T06:47:43.827Z"">Sep 22, 2021</time>]",1.5K,0 responses,4 min read,"['strongnode', 'strongnodeedge', 'blockchain', 'edge-computing', 'regulation', 'strongnode', 'strongnodeedge', 'blockchain', 'edge-computing', 'regulation']","['https:\\u002F\\u002Fmedium.com\\u002Fstrongnode\\u002Fama-with-crypto-talkz-how-strongnode-leverages-blockchain-and-edge-technology-and-deals-with-6fd3031a1f2f', 'https:\\u002F\\u002Fmedium.com\\u002Fklaytn\\u002Fbeat-the-bkk-heat-hello-klaytn-7fe9848c9289', 'https:\\u002F\\u002Fmedium.com\\u002F@FOTONBANK\\u002Fhow-blockchain-is-going-to-save-lives-7655c93dce8f', 'https:\\u002F\\u002Fmedium.com\\u002Frivex-foundation\\u002F1-350-000-000-wrc20-rvx-tokens-burned-ee77fd41a3e3', 'https:\\u002F\\u002Fmedium.com\\u002Forbs-network\\u002Fadvice-for-blockchain-founders-what-vcs-want-to-see-from-your-project-an-interview-with-avishay-e1e45d411335', 'https:\\u002F\\u002Fmedium.com\\u002F@piercecoltrane\\u002Fmetatube-review-ee255c676e97', 'https:\\u002F\\u002Fmedium.com\\u002F@Pizzap_io\\u002Fpizzap-ama-the-metaverse-mission-of-pizzap-fcad10ccc03d', 'https:\\u002F\\u002Fmedium.com\\u002F@lampix\\u002Fpix-token-listed-on-hitbtc-gatecoin-and-4-other-exchanges-a9bf70c087fe', 'https:\\u002F\\u002Fmedium.com\\u002Ftopbidder\\u002Fintroduction-to-rect-art-804de2437c5a', 'https:\\u002F\\u002Fmedium.com\\u002Fstrongnode\\u002Fama-highlights-strongnode-io-ceo-and-co-founder-daniel-saito-talks-about-security-community-fca99509b791', 'https:\\u002F\\u002Fmedium.com\\u002Fthe-cirus-foundation\\u002Fwere-building-on-polygon-5d6b9779c959', 'https:\\u002F\\u002Fmedium.com\\u002Fstrongnode\\u002Fama-with-starterxyz-on-the-sne-token-value-in-the-strongnode-io-ecosystem-e14a692dc926', 'https:\\u002F\\u002Fmedium.com\\u002F@strongnode\\u002Fama-highlights-with-cryptomuni-strongnode-io-8c22be0b8ba0']"
AMA Highlights with Polygon DeFi Chat: StrongNode CEO Daniel Saito and CTO Colin Charles explains the IDO KYC Process and Solutions to Real-World Problems,-,https://medium.com/@strongnode,https://medium.com/strongnode/ama-highlights-with-polygon-defi-chat-strongnode-ceo-daniel-saito-and-cto-colin-charles-explains-e06a19c9b019?source=search_post---------51,"[<time datetime=""2021-09-22T06:09:00.456Z"">Sep 22, 2021</time>]",1.5K,1 response,4 min read,"['cloud-computing', 'artificial-intelligence', 'machine-learning', 'big-data', 'analysis', 'cloud-computing', 'artificial-intelligence', 'machine-learning', 'big-data', 'analysis']","['https:\\u002F\\u002Fshishir28.medium.com\\u002Fiot-hub-interceptor-in-azure-107dd7bd7c41', 'https:\\u002F\\u002Fmedium.com\\u002Fstories-by-progress\\u002Fwhats-new-with-odata-4-odata-2-vs-odata-4-83fee98213', 'https:\\u002F\\u002Fblog.daftcode.pl\\u002Fwhy-you-should-visit-the-next-rubykaigi-501317c60d6d', 'https:\\u002F\\u002Fparticl.news\\u002Fparticl-desktop-2-1-0-released-on-mainnet-1e84cc8716f3', 'https:\\u002F\\u002Fscarter31191.medium.com\\u002Fruby-on-rails-restful-api-7e292af7b9dc', 'https:\\u002F\\u002Fbetterprogramming.pub\\u002Fdesign-patterns-null-object-5ee839e37892', 'https:\\u002F\\u002Fmedium.com\\u002F@akulchhillar\\u002Fmarvel-universe-dashboard-part-2-c5a502201b91', 'https:\\u002F\\u002Fd0znpp.medium.com\\u002Fapi-security-tutorial-df1eccdde180', 'https:\\u002F\\u002Farchitecht.io\\u002Fsometimes-aws-is-smartest-when-it-targets-applications-over-infrastructure-5228482bacdb']"
How to Sell Me Your Technical Product,Tips from someone who buys a lot of SaaS/IaaS/YaaS stuff,https://medium.com/@mhkt,https://medium.com/@mhkt/how-to-sell-me-your-technical-product-db00eac305d9?source=search_post---------52,"[<time datetime=""2016-03-02T19:02:45.306Z"">Mar 3, 2016</time>]",262,9 responses,4 min read,"['editors-pick', 'tds-features', 'deep-dives', 'editors-pick', 'tds-features', 'deep-dives', 'programming', 'software-development', 'cloud-computing', 'technology', 'data-science', 'programming', 'software-development', 'cloud-computing', 'technology', 'data-science']","['https:\\u002F\\u002Fnickkell.medium.com\\u002Fdatabase-integration-tests-with-docker-8e3c4f5b6545', 'https:\\u002F\\u002Fuekiao.medium.com\\u002Fwho-is-a-clever-programmer-87511a132641', 'https:\\u002F\\u002Fwalshydev.medium.com\\u002Fslimefun-2020-year-in-review-3c45f7f2e008', 'https:\\u002F\\u002Fmedium.com\\u002Fprgcont\\u002Fusing-buildah-in-gitlab-ci-9b529af19e42', 'https:\\u002F\\u002Fkorlmichel67.medium.com\\u002Ffinal-price-33-99-f67f4dda393a', 'https:\\u002F\\u002Fmedium.com\\u002F@suryavasanthnemani\\u002Fdynamic-reports-a-how-to-guide-f39e74ab5d1', 'https:\\u002F\\u002Fgmusumeci.medium.com\\u002Fhow-to-download-files-from-azure-devops-repos-from-a-powershell-script-51b11d2aa7d5', 'https:\\u002F\\u002Fblog.defiyield.app\\u002F2-2-october-defiyield-development-update-8a246c3c1d80', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Ftypes-of-cloud-computing-952ae75e07c9']"
How to Save a Fortune On Cloud Infrastructure,How the Toolsmiths Team in Pivotal R&D cut over half a million dollars from its IaaS bill without impacting development or users.,https://medium.com/@mikejarvis_89486,https://medium.com/built-to-adapt/how-to-save-a-fortune-on-cloud-infrastructure-5ff418c7658c?source=search_post---------53,"[<time datetime=""2018-05-04T20:53:50.218Z"">May 5, 2018</time>]",463,5 responses,5 min read,"['fog-computing', 'blockchain', 'supercomputer', 'iaas', 'sonm', 'fog-computing', 'blockchain', 'supercomputer', 'iaas', 'sonm']","['https:\\u002F\\u002Fmedium.com\\u002Fsonm\\u002Fsonm-crypto-iaas-is-here-2ab02e153d31', 'https:\\u002F\\u002Fmedium.com\\u002Fsharder-chain\\u002Fcommunity-update-november-december-b7a2ddeae00d', 'https:\\u002F\\u002Fbarryline.medium.com\\u002Fstafi-recent-updates-86bc86e00d3e', 'https:\\u002F\\u002Fmedium.com\\u002F@evolution-dapp\\u002Fintroducing-evolution-the-new-kind-of-staking-bonding-protocole-799e9b0f1e05', 'https:\\u002F\\u002Fmedium.com\\u002F@tamarajenkins89\\u002Frfox-medias-first-mobile-title-hits-major-gameplay-milestone-4f4b5e03a3d6']"
How to get a headless product to $100m ARR,-,https://hajak.se/@hajak,https://hajak.se/how-to-get-a-headless-product-to-100m-arr-a1bdc1e90e67?source=search_post---------54,"[<time datetime=""2017-05-09T19:17:45.111Z"">May 10, 2017</time>]",200,2 responses,10 min read,"['diederik-van-der-reijt', 'iaas', 'strongnode', 'strongnode-sne-token', 'strongnodeedge', 'diederik-van-der-reijt', 'iaas', 'strongnode', 'strongnode-sne-token', 'strongnodeedge']","['https:\\u002F\\u002Fmedium.com\\u002Fstrongnode\\u002Fiaas-technology-company-strongnode-io-4b7314913ab7', 'https:\\u002F\\u002Fvikceo.medium.com\\u002Fpi-coin-the-next-bitcoin-developed-by-stanford-phds-153c480661f3', 'https:\\u002F\\u002Ffreewallet.medium.com\\u002Ffreewallet-a-year-in-fast-forward-185d5034fadb', 'https:\\u002F\\u002Fblog.commerceblock.com\\u002Fliquid-to-ocean-4515c93d5574', 'https:\\u002F\\u002Fmedium.com\\u002F@btcth_official\\u002Fbtcth-airdrop-event-is-live-now-98be2bb48aa9', 'https:\\u002F\\u002Fmedium.com\\u002F@BabyCakeBSC\\u002Fwhat-is-coin-burning-436dc8570832', 'https:\\u002F\\u002Fchartpunk.medium.com\\u002Fbitcoin-chartpunk-daily-alpha-38-2ff9d63e0f3b', 'https:\\u002F\\u002Fjatinpathi.medium.com\\u002Fthe-founder-79-a-meebits-story-264bb8b2356b', 'https:\\u002F\\u002Fchrisggarrod.medium.com\\u002Fbermuda-and-digital-assets-a-busy-2019-60d78bf4a372', 'https:\\u002F\\u002Fmedium.com\\u002Fstrongnode\\u002Fwhy-naga-founder-yasin-qureshi-joins-the-advisory-of-strongnode-io-27347c3b538d', 'https:\\u002F\\u002Fmedium.com\\u002F@missbliss89\\u002Fall-25-shops-sold-in-the-valt-metaverses-callinova-quarter-1f5e6c1923ec', 'https:\\u002F\\u002Fmedium.com\\u002F@rishichourasia2100\\u002Fselecting-the-right-css-framework-dbeff479daeb', 'https:\\u002F\\u002Fmedium.com\\u002F@codedonus\\u002Finsurdao-ffd71aa2c49c']"
Why I Chose Not To Go With AWS For My SaaS Product,My personal experience with AWS and other IAAS,https://aws.plainenglish.io/@anuragkanoria,https://aws.plainenglish.io/why-i-chose-not-to-go-with-aws-for-my-saas-product-b13fb0454859?source=search_post---------55,"[<time datetime=""2021-08-16T06:06:04.260Z"">Aug 16, 2021</time>]",428,14 responses,6 min read,"['kubernetes', 'aws', 'prometheus', 'automation', 'mongodb', 'kubernetes', 'aws', 'prometheus', 'automation', 'mongodb']","['https:\\u002F\\u002Fmedium.com\\u002F@umashankarn\\u002Fautomating-k8s-mongo-aws-prometheus-929f458bb8f6', 'https:\\u002F\\u002Fjefferson-rios.medium.com\\u002Fmanaging-and-troubleshooting-aws-eks-access-bb6756e3b46e', 'https:\\u002F\\u002Fblog.kloia.com\\u002Fbottlerocket-operating-system-to-run-containers-899c788f4449', 'https:\\u002F\\u002Fmedium.com\\u002F@benjamin.christmann_12432\\u002Fmonitoring-aws-batch-b24655922c23', 'https:\\u002F\\u002Fmedium.com\\u002F@mareksmigielski\\u002Fcanary-monitoring-part-1-71d318bfe91a']"
The Next Layer of Abstraction in Cloud Computing is Serverless,IAAS → PAAS → Serverless,https://read.acloud.guru/@samkroon,https://read.acloud.guru/iaas-paas-serverless-the-next-big-deal-in-cloud-computing-34b8198c98a2?source=search_post---------56,"[<time datetime=""2016-05-19T23:09:28.311Z"">May 20, 2016</time>]",84,0 responses,3 min read,"['technology', 'history', 'programming', 'tech', 'cloud-computing', 'technology', 'history', 'programming', 'tech', 'cloud-computing']","['https:\\u002F\\u002Fmedium.com\\u002Fodcuriocity\\u002Fthe-evolution-of-iaas-7ec43c3a7955', 'https:\\u002F\\u002Fmedium.com\\u002F@manojkumar_63387\\u002Fall-about-emr-585505e4b5ba', 'https:\\u002F\\u002Fbluesfesserfred.medium.com\\u002Fhuman-spring-cce527b1c980', 'https:\\u002F\\u002Fcarlylrichmond.medium.com\\u002Fpeople-power-d1f6d519b2af', 'https:\\u002F\\u002Fblog.grid.gg\\u002Fstate-events-duality-eec7d4178717', 'https:\\u002F\\u002Fmedium.com\\u002Finspirationlabs\\u002Fphvision-the-science-city-of-the-future-as-a-mixed-reality-experience-for-microsoft-hololens-1e88cad12e76', 'https:\\u002F\\u002Fanguspeterson.medium.com\\u002Fwill-the-robots-really-take-your-job-fa8a1d7d7a5b', 'https:\\u002F\\u002Fandrew4ir.medium.com\\u002Faviation-4-0-designing-for-mro-246e2aa33c83', 'https:\\u002F\\u002Fcobusgreyling.medium.com\\u002Fcx-omni-to-ambient-3a3dc72e0e6b', 'https:\\u002F\\u002Fmedium.com\\u002F@jamesleonis\\u002Fwhy-im-taking-a-break-from-smartphones-921aca483d54', 'https:\\u002F\\u002Fnews.tezoscommons.org\\u002Ftezos-community-update-june-ad64c78b3d7', 'https:\\u002F\\u002Fmedium.com\\u002F@fadome72\\u002Fvirtual-reality-into-a-new-world-fcc9a6e1e5b2', 'https:\\u002F\\u002Fmedium.com\\u002F@carlosconnell05\\u002Fthe-chicken-or-the-ipad-pro-f8e76115fb91']"
О каршеринге,-,https://medium.com/@allo,https://medium.com/@allo/%D0%BE-%D0%BA%D0%B0%D1%80%D1%88%D0%B5%D1%80%D0%B8%D0%BD%D0%B3%D0%B5-820285ead178?source=search_post---------57,"[<time datetime=""2018-06-10T09:53:37.040Z"">Jun 10, 2018</time>]",116,4 responses,10 min read,"['operating-systems', 'os', 'linux', 'interview', 'you-can-do-it', 'operating-systems', 'os', 'linux', 'interview', 'you-can-do-it']","['https:\\u002F\\u002Fsoniacomp.medium.com\\u002F%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-iaas-%EB%A5%BC-%EC%A7%80%ED%83%B1%ED%95%98%EB%8A%94-%EA%B8%B0%EC%88%A0-1-%EC%9A%B4%EC%98%81%EC%B2%B4%EC%A0%9C-3087c1bd0c38', 'https:\\u002F\\u002Fjayasimha537.medium.com\\u002Fcurl-with-client-certificate-and-private-key-mutual-tls-d3e2a2bddf27', 'https:\\u002F\\u002Fayoubomari.medium.com\\u002Fwhats-inside-a-binary-code-file-and-why-we-should-stop-calling-it-so-a6b6243d8146', 'https:\\u002F\\u002Fmayankagarwalmlk.medium.com\\u002Fzenity-display-gtk-dialogs-5281e5d0a4d6', 'https:\\u002F\\u002Fmedium.com\\u002F@electroincboarding49\\u002Fhow-to-build-a-photoresistor-circuit-arduino-project-microdaz-blog-c79ccae8a2dd']"
The biggest difference between OpenStack and Kubernetes is timing,-,https://architecht.io/@derrickharris,https://architecht.io/the-biggest-difference-between-openstack-and-kubernetes-is-timing-720d31ef5035?source=search_post---------58,"[<time datetime=""2018-06-04T14:15:35.359Z"">Jun 4, 2018</time>]",132,1 response,11 min read,"['aws', 'vault', 'security', 'roles', 'secrets', 'aws', 'vault', 'security', 'roles', 'secrets']","['https:\\u002F\\u002Fmedium.com\\u002Ffsmk-engineering\\u002Fthink-roles-not-secrets-fcbcb698dbfa', 'https:\\u002F\\u002Fmedium.com\\u002Fvisionary-hub\\u002Fhow-does-tls-work-87ff948d5410', 'https:\\u002F\\u002Fmedium.com\\u002F@reza.asif\\u002Fsecurity-series-threat-modeling-1-introduction-c7f89c1601c3', 'https:\\u002F\\u002Fgupta-bless.medium.com\\u002Fthread-modelling-using-dread-477c0fc763a', 'https:\\u002F\\u002Fjayesh-kamane.medium.com\\u002Fcryptographic-algorithms-e13d3da73cba']"
สรุปประเภทของ Cloud Computing Services มีอะไรบ้าง,3 types of cloud computing services…,https://medium.com/@thipz,https://medium.com/thipwriteblog/%E0%B8%AA%E0%B8%A3%E0%B8%B8%E0%B8%9B%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%A0%E0%B8%97%E0%B8%82%E0%B8%AD%E0%B8%87-cloud-computing-service-%E0%B8%A1%E0%B8%B5%E0%B8%AD%E0%B8%B0%E0%B9%84%E0%B8%A3%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%87-544e2c6a8c85?source=search_post---------59,"[<time datetime=""2020-08-14T06:59:24.374Z"">Aug 14, 2020</time>]",32,0 responses,2 min read,"['artificial-intelligence', 'augmented-reality', 'investing', 'robotics', 'space', 'energy', 'artificial-intelligence', 'augmented-reality', 'investing', 'robotics', 'space', 'energy', 'cloud-computing', 'tech', 'machine-learning', 'startup', 'artificial-intelligence', 'cloud-computing', 'tech', 'machine-learning', 'startup']",['https:\\u002F\\u002Fhumanizing.tech\\u002Fthe-future-cloud-compute-storage-pricing-model-because-ai-b5cb285abf56']
Managed Kubernetes on Azure (AKS),-,https://koukia.ca/@aramkoukia,https://koukia.ca/managed-kubernetes-on-azure-aks-8514ac0cd8aa?source=search_post---------60,"[<time datetime=""2017-11-17T04:49:35.204Z"">Nov 17, 2017</time>]",42,1 response,4 min read,"['cloud-computing', 'iaas', 'paas', 'naas', 'saas', 'cloud-computing', 'iaas', 'paas', 'naas', 'saas']","['https:\\u002F\\u002Fmedium.com\\u002Fwix-engineering\\u002Fmongodb-partitioners-and-pyspark-213e5bd3f1b6', 'https:\\u002F\\u002Fmedium.com\\u002Fswlh\\u002Fpre-optimization-is-a-killer-of-software-delivery-f04231f24c4e', 'https:\\u002F\\u002Flwinmaungmaung.medium.com\\u002Ftailwind-css-vs-bootstrap-how-and-when-e1e6826be85f', 'https:\\u002F\\u002Fmedium.com\\u002F@nikitavoloboev\\u002Fwrite-once-never-write-again-c2fa1f6c4e8', 'https:\\u002F\\u002Fcleverfilms.medium.com\\u002Fmac-os-x-disk-partition-software-free-e10912848496', 'https:\\u002F\\u002Fmedium.com\\u002F@divi6.1990\\u002Fwhy-i-chose-gauge-over-cucumber-5b3de478d889', 'https:\\u002F\\u002Fmedium.com\\u002Flatinxinpower\\u002Fleading-it-teams-in-the-gaming-industry-while-empowering-herself-and-everyone-around-her-a376a493fbda', 'https:\\u002F\\u002Fmedium.com\\u002F@abhishek1nacc\\u002Fcore-location-and-delegation-b80c7cdfec14', 'https:\\u002F\\u002Fmedium.datadriveninvestor.com\\u002Fcloud-computing-working-model-2ab1b6887b4c']"
The Future of Indie Gaming is Multi-platform and Bright,Developer Relations Interview,https://medium.com/@DavidSmooke,https://medium.com/hackernoon/the-future-of-indie-gaming-is-multi-platform-and-bright-43267bac038f?source=search_post---------61,"[<time datetime=""2018-04-03T16:57:07.149Z"">Apr 3, 2018</time>]",191,0 responses,10 min read,"['cloud-computing', 'cloud-services', 'cloud-app-development', 'saas', 'iaas', 'cloud-computing', 'cloud-services', 'cloud-app-development', 'saas', 'iaas']","['https:\\u002F\\u002Fmedium.com\\u002Ftech-business-talk\\u002Fthe-easiest-explanation-of-iaas-paas-saas-the-3-cloud-service-models-432ac36ba6e1', 'https:\\u002F\\u002Fmedium.com\\u002F@robertbracco1\\u002Fhow-to-write-a-telegram-bot-to-send-messages-with-python-bcdf45d0a580', 'https:\\u002F\\u002Fmorthor.medium.com\\u002Fflutter-data-persistence-with-sharedpreferences-e11d3f77ecf7', 'https:\\u002F\\u002Fmedium.com\\u002Fcivis-analytics\\u002Fprogramming-with-futures-in-r-401e906db384', 'https:\\u002F\\u002Fmedium.com\\u002F@tharanit99\\u002Fsiri-shortcuts-in-ios-12-29e50636136b', 'https:\\u002F\\u002Fmedium.com\\u002F@jetrockets\\u002Fhow-to-automate-your-workflow-with-vs-code-d4609c5537cf', 'https:\\u002F\\u002Fmedium.com\\u002F@studyexpertsblog\\u002Fwhat-is-init-py-for-ac9bc72e5550', 'https:\\u002F\\u002Fmedium.com\\u002Flife-at-apollo-division\\u002Fperformance-testing-of-web-applications-9ebe5ea5a27', 'https:\\u002F\\u002Ftowardsdatascience.com\\u002Fintroducing-you-to-the-world-of-oop-object-oriented-programming-95c33ae4df2', 'https:\\u002F\\u002Fmedium.com\\u002F@hindeshnit19\\u002F30-days-of-google-cloud-how-to-maximize-the-learning-experience-a92d97b3a3db', 'https:\\u002F\\u002Fmedium.com\\u002F@h88377\\u002Fios-swift-language-learning-notes-section-19-local-data-persistence-user-defaults-core-data-87370542de0e', 'https:\\u002F\\u002Fmedium.com\\u002Fobkio\\u002Fhow-to-monitor-sd-wan-migrations-45a086f37f12', 'https:\\u002F\\u002Flearnoci.cloud\\u002Fhow-to-provision-ebs-on-oci-using-ebs-cloud-manager-62f03f1372dd']"
