title,subtitle,author_url,story_url,date,claps,responses,reading_time,tags,relatedUrl
Building a Simple Web Upload Interface with Google Cloud Run and Cloud Storage,-,https://medium.com/@googledevs,https://medium.com/google-developers/building-a-simple-web-upload-interface-with-google-cloud-run-and-cloud-storage-eba0a97edc7b?source=search_post---------10,"[<time datetime=""2019-11-19T16:54:31.159Z"">Nov 19, 2019</time>]",342,2 responses,4 min read,"['react-native', 'firebase', 'cloud-storage', 'ios', 'react-native', 'firebase', 'cloud-storage', 'ios']","['https:\\u002F\\u002Fmedium.com\\u002Fbackticks-tildes\\u002Freact-native-image-upload-to-firebase-cloud-storage-ios-24b8dc0a9c8b', 'https:\\u002F\\u002Fbetterprogramming.pub\\u002Fcreate-a-letter-picture-like-google-with-react-ae12a7a4390e', 'https:\\u002F\\u002Fmedium.com\\u002F@shiva.kutti.kumar\\u002Fspecial-observables-in-rxswift-empty-never-and-throw-observables-533f8870289e', 'https:\\u002F\\u002Fmedium.com\\u002F@kayus8262\\u002Fhttps-docs-google-com-forms-d-e-1faipqlsdfde5-icboioy9xagnl3dghqiadzisrz3orixwngelzau8ew-viewform-78a625f505df', 'https:\\u002F\\u002Fmedium.com\\u002Fangular-in-depth\\u002Frefresh-current-route-in-angular-512a19d58f6e', 'https:\\u002F\\u002Fmd-nasiruddin4067.medium.com\\u002Ften-simple-functions-of-javascript-630e9b13177a', 'https:\\u002F\\u002Fmedium.com\\u002Fcodesphere-cloud\\u002Fgetting-started-with-jamstack-cc3d0132cfc6', 'https:\\u002F\\u002Fmedium.com\\u002F@ennkay161\\u002Fsimple-crud-operations-in-nodejs-express-graphql-mongodb-with-apolloserver-in-typescript-78fd95a80c4b', 'https:\\u002F\\u002Fmedium.com\\u002F@joshmarinacci\\u002Fthreejs-lines-and-faces-8f3bae59d6f1']"
FortKnoxster encrypted cloud storage is live — get your private cloud storage now!,-,https://medium.com/@fortknoxster,https://medium.com/fortknoxster/fortknoxster-encrypted-cloud-storage-is-live-get-your-private-cloud-storage-now-9f63881311c3?source=search_post---------11,"[<time datetime=""2018-12-27T18:59:09.340Z"">Dec 28, 2018</time>]",1K,0 responses,2 min read,"['web3', 'web3', 'programming', 'kubernetes', 'storage', 'virtual-machine', 'devops', 'programming', 'kubernetes', 'storage', 'virtual-machine', 'devops']","['https:\\u002F\\u002Fmedium.com\\u002Flensesio\\u002Fbuilding-streaming-pipelines-for-production-part-1-d5e306292833', 'https:\\u002F\\u002Fnisalj.medium.com\\u002Fdesign-patterns-singleton-design-pattern-4c423bd12303', 'https:\\u002F\\u002Fmedium.com\\u002Fthe-desabafo\\u002Fj-a-cirez-flutter-canonical-7017fccce3b2', 'https:\\u002F\\u002Fmedium.com\\u002F@guilherme_82121\\u002Fshould-you-rewrite-or-refactor-your-legacy-ruby-on-rails-app-we-say-why-not-both-6f396a917e78', 'https:\\u002F\\u002Frequestly.medium.com\\u002Fhow-to-modify-http-s-request-response-headers-in-chrome-firefox-safari-using-requestly-c1cd33610658', 'https:\\u002F\\u002Fkodewithchirag.medium.com\\u002Flearn-to-push-an-empty-commit-912173a6b54', 'https:\\u002F\\u002Fmglaman.medium.com\\u002Fthe-new-issue-forks-functionality-is-going-to-be-awesome-8e234e605ee9', 'https:\\u002F\\u002Fmedium.com\\u002Fsignal-v-noise\\u002Fhighrise-three-years-later-320a331faf32', 'https:\\u002F\\u002Fbetterprogramming.pub\\u002Fbuild-your-own-in-home-cloud-storage-part-2-8fe86e9bd5bf']"
BitClave Announces Integration with Storj Labs to Harness the Power of Distributed Cloud Storage,-,https://medium.com/@BitClave,https://medium.com/bitclave/bitclave-announces-integration-with-storj-labs-to-harness-the-power-of-distributed-cloud-storage-ad283f64d036?source=search_post---------12,"[<time datetime=""2017-11-13T20:06:51.081Z"">Nov 14, 2017</time>]",984,2 responses,3 min read,"['blockchain', 'bitcoin', 'blockchanneltv', 'ethereum', 'blockchain', 'bitcoin', 'blockchanneltv', 'ethereum']",['https:\\u002F\\u002Fmedium.com\\u002Fblockchannel\\u002Fepisode-16-partly-cloud-with-a-chance-of-ethereum-164fa444bcc2']
Introducing Stow: Cloud storage abstraction package for Go,-,https://medium.com/@matryer,https://medium.com/@matryer/introducing-stow-cloud-storage-abstraction-package-for-go-20cf2928d93c?source=search_post---------13,"[<time datetime=""2016-11-08T13:47:02.252Z"">Nov 8, 2016</time>]",193,1 response,4 min read,"['dropbox', 'google-drive', 'cloud-storage', 'file-sharing', 'pcloud', 'dropbox', 'google-drive', 'cloud-storage', 'file-sharing', 'pcloud']","['https:\\u002F\\u002Fmedium.com\\u002F@fykakojewiz\\u002Fpurchase-the-memory-foammattress-https-t-co-vzrrzxizab-6f61f376b3be', 'https:\\u002F\\u002Fgtechcouncil.medium.com\\u002Fcertified-cyber-security-professional-549fc93fa560', 'https:\\u002F\\u002Fmedium.com\\u002F@arkendemon\\u002Fintro-aws-cloud-penetration-test-1b101ab0d68', 'https:\\u002F\\u002Fmedium.com\\u002F@L_Barberis\\u002Feu-takes-first-steps-against-cyber-attacks-5fe899d7edef', 'https:\\u002F\\u002Fmedium.com\\u002F@SaneBox\\u002Fsecurity-and-transparency-what-happens-to-the-email-and-data-that-sanebox-manages-156a227e4630', 'https:\\u002F\\u002Fthefloorisjava.medium.com\\u002Fa-no0bs-guide-to-cyber-warfare-and-blogs-15220e8eaa32', 'https:\\u002F\\u002Flewisias2004.medium.com\\u002Fupdate-duck-bumps-hack-free-resources-generator-22184076d71d', 'https:\\u002F\\u002Fmedium.com\\u002F@cybershrooms\\u002Fcybershrooms-community-ama-recap-11-17-21-45be27eae5c3', 'https:\\u002F\\u002Fmedium.com\\u002F@BradJonson\\u002Fwhy-i-stopped-using-dropbox-and-google-drive-after-i-found-out-about-this-dc9029cde30e']"
รู้จัก Cloud Storage for Firebase ตั้งแต่ Zero จนเป็น Hero,-,https://medium.com/@jirawatee,https://medium.com/firebasethailand/%E0%B8%A3%E0%B8%B9%E0%B9%89%E0%B8%88%E0%B8%B1%E0%B8%81-firebase-storage-%E0%B8%95%E0%B8%B1%E0%B9%89%E0%B8%87%E0%B9%81%E0%B8%95%E0%B9%88-zero-%E0%B8%88%E0%B8%99%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99-hero-e65db2d1873f?source=search_post---------14,"[<time datetime=""2016-08-22T02:13:21.042Z"">Aug 22, 2016</time>]",275,2 responses,5 min read,"['crust', 'web', 'cloud', 'polkadot', 'automata', 'crust', 'web', 'cloud', 'polkadot', 'automata']","['https:\\u002F\\u002Fmedium.com\\u002Fminima-global\\u002Fminima-closes-series-a-round-raising-6-5-million-to-build-the-most-decentralized-network-2383e890ffab', 'https:\\u002F\\u002Fmedium.com\\u002Fdoor-to-crypto\\u002Fwhy-has-zilliqas-token-underperformed-despite-the-successful-mainnet-launch-8ba1c48143d7', 'https:\\u002F\\u002Fmedping.medium.com\\u002Fmedping-development-and-community-update-38cb51c04293', 'https:\\u002F\\u002Fmedium.com\\u002Fdefi-strategies\\u002Fa-reputable-reef-4f2937fd5578', 'https:\\u002F\\u002Fmedium.com\\u002Fchiliz\\u002Fonwards-and-upwards-the-chiliz-team-grows-again-ddc4c6daabe5', 'https:\\u002F\\u002Fmedium.com\\u002F@cryptolordscrypto\\u002Frestoring-and-saving-lives-on-the-daily-basis-through-blockchain-innovation-76ab323c96c6', 'https:\\u002F\\u002Farchenetwork.medium.com\\u002Fchainlink-arche-network-98fd96786008', 'https:\\u002F\\u002Fmedium.com\\u002Fwitnet\\u002Fdeterring-bribery-attacks-on-decentralized-oracle-networks-5bcf87d2cb22', 'https:\\u002F\\u002Fmedium.com\\u002Fcrustnetwork\\u002Fcrust-network-partners-with-automata-for-decentralized-cloud-storage-345558485d7e']"
Using the new list API in Cloud Storage for Firebase,-,https://medium.com/@CodingDoug,https://medium.com/firebase-developers/using-the-new-list-api-in-cloud-storage-for-firebase-12d667fdc130?source=search_post---------15,"[<time datetime=""2019-08-26T20:21:29.731Z"">Aug 27, 2019</time>]",223,7 responses,6 min read,"['cloud-computing', 'decentralization', 'web3', 'cloud-storage', 'aws', 'cloud-computing', 'decentralization', 'web3', 'cloud-storage', 'aws']","['https:\\u002F\\u002Fmedium.com\\u002Funpluggd-mag\\u002Fsheridan-clayborne-wants-you-to-stop-using-the-word-wunderkind-3dcb54cf5913', 'https:\\u002F\\u002Fmedium.com\\u002Fauthority-magazine\\u002Fhow-technology-is-helping-consumers-make-smarter-dining-decisions-b6396e99a2ce', 'https:\\u002F\\u002Fsoftclouds.medium.com\\u002F3-things-your-competitors-can-teach-you-about-cpq-software-bc0cbea389d5', 'https:\\u002F\\u002Fmedium.com\\u002Fb2b-buzz\\u002Fbank-view-of-b2b-payments-44b4941ca003', 'https:\\u002F\\u002Fmedium.com\\u002Fmagnimetrics\\u002Faccounts-receivable-aging-report-in-excel-6413e53bc210', 'https:\\u002F\\u002Fmenloventures.medium.com\\u002Findio-the-p-c-insuretech-trifecta-that-inspired-a-menlo-feeding-frenzy-80543b740081', 'https:\\u002F\\u002Fmedium.com\\u002F@cyberpanther\\u002Fzen-titan-27be673c7d43', 'https:\\u002F\\u002Fmedium.com\\u002Fpeopleatsiemens\\u002Fleading-the-charge-acc221cd31dd', 'https:\\u002F\\u002Fmedium.com\\u002F@storjproject\\u002Fthe-high-price-of-traditional-cloud-storage-2909d737e1c9']"
How to Upload Files to Firebase Cloud Storage With React and Node.js,A step-by-step guide to building…,https://betterprogramming.pub/@clairechabas,https://betterprogramming.pub/how-to-upload-files-to-firebase-cloud-storage-with-react-and-node-js-e87d80aeded1?source=search_post---------16,"[<time datetime=""2020-05-17T23:23:23.744Z"">May 18, 2020</time>]",389,2 responses,8 min read,"['alibabacloud', 'devops', 'storage', 'mobile-gaming', 'cloud-storage', 'alibabacloud', 'devops', 'storage', 'mobile-gaming', 'cloud-storage']","['https:\\u002F\\u002Fmedium.com\\u002F@islom\\u002Ftips-for-junior-developers-c3aa257b431c', 'https:\\u002F\\u002Falibaba-cloud.medium.com\\u002Fdataops-devops-and-beyond-part-2-69e89692c756', 'https:\\u002F\\u002Fmedium.com\\u002F@danbwkim\\u002Fjune-9-immutable-5f6fe321623a', 'https:\\u002F\\u002Fensel-software.medium.com\\u002Fwhy-markdown-is-over-hyped-8489fa9bf12c', 'https:\\u002F\\u002Fpauletteprice69102589.medium.com\\u002Fwhats-the-difference-between-the-terms-african-american-and-black-american-1de4be4b0311', 'https:\\u002F\\u002Fmedium.com\\u002Fweeves-world\\u002Fweeve-testimony-technical-deep-dive-d04e10eebc64', 'https:\\u002F\\u002Fmedium.com\\u002F@dreamzilla\\u002Fmeanwhile-crystalnix-7-94c314562970', 'https:\\u002F\\u002Fmedium.com\\u002F@thesalonikhandelwal\\u002Fgarbage-collection-in-java-de9ff09cbdb5', 'https:\\u002F\\u002Falibaba-cloud.medium.com\\u002Fa-strategic-take-on-cloud-storage-solutions-part-1-the-overview-487bdd4d8f94']"
SONM Announces Partnership with Decentralized Cloud Storage Service STORJ,-,https://medium.com/@sonm,https://medium.com/sonm/sonm-announces-partnership-with-decentralized-cloud-storage-service-storj-211b6402e812?source=search_post---------17,"[<time datetime=""2017-11-14T16:59:34.714Z"">Nov 14, 2017</time>]",759,3 responses,2 min read,"['cloud-computing', 'alizedTagSlug', 'e', 'izedTagSlug', 'll,', 'g', 'lishToEmail', 'e', 'ndex', 'us']","['https:\\u002F\\u002Fmedium.com\\u002F@cinemaapk01\\u002Fcinema-apk-free-download-new-hd-movies-tv-shows-app-2019-fae82b7ef5ab', 'https:\\u002F\\u002Fmedium.com\\u002F@cabarrus.ebonne\\u002Fbinary-tree-traversals-ff84ca5e310c', 'https:\\u002F\\u002Fmedium.com\\u002Fasecuritysite-when-bob-met-alice\\u002Fbitwise-operations-in-python-11c5acff8ca2', 'https:\\u002F\\u002Foliver-pham.medium.com\\u002Fnotion-tips-for-self-reflection-process-5b5bccfc3918', 'https:\\u002F\\u002Fjevans4114.medium.com\\u002Fupgrading-player-movement-new-unity-input-system-396eef5e37ae', 'https:\\u002F\\u002Fmedium.com\\u002Fringcentral-developers\\u002Fupdating-ringcentral-user-extension-greetings-using-the-rest-api-and-ruby-db325022c6ee', 'https:\\u002F\\u002Fimranus.medium.com\\u002Fall-about-git-5f2ab04cba1a', 'https:\\u002F\\u002Fmedium.com\\u002F@bitrise\\u002Fawesomeness-abound-try-our-ios-auto-provision-step-on-bitrise-e6451e23533c', 'https:\\u002F\\u002Falibaba-cloud.medium.com\\u002Fminimizing-business-downtime-with-alibaba-cloud-hybrid-disaster-recovery-solution-ccf8b3fb190e']"
Why blockchains are the future of cloud storage.,-,https://blog.sia.tech/@zherbert,https://blog.sia.tech/why-blockchains-are-the-future-of-cloud-storage-91f0b48cfce9?source=search_post---------18,"[<time datetime=""2017-02-06T13:58:23.397Z"">Feb 6, 2017</time>]",180,9 responses,3 min read,[],"['https:\\u002F\\u002Fdebugger.medium.com\\u002Fyou-need-a-password-manager-just-dont-use-lastpass-4b4ef3d485f', 'https:\\u002F\\u002Fdleib.medium.com\\u002Fi-use-1password-too-and-while-i-like-the-tool-as-b82b255a4ca6', 'https:\\u002F\\u002Fstatuas1900.medium.com\\u002Fupdate-tinkerball-hack-free-resources-generator-8e2e184613d7', 'https:\\u002F\\u002Fmedium.com\\u002Fwhat-are-computers-and-other-questions-abby-has\\u002Freading-00-with-a-taste-of-your-lips-im-on-a-ride-c829838e1f03', 'https:\\u002F\\u002Fmedium.com\\u002Fcryptogennepal\\u002Fintroduction-to-ooda-loop-3355a42eacf', 'https:\\u002F\\u002Fherbid2002.medium.com\\u002Fupdate-clan-of-pegasus-flying-horse-hack-free-resources-generator-7f532f1b0881', 'https:\\u002F\\u002Fmedium.com\\u002Featos\\u002Fhow-tokenization-makes-restaurants-more-secure-ec69637fe56e', 'https:\\u002F\\u002Fkazym.medium.com\\u002Fcaesar-cipher-2c36a8f4e9f4', 'https:\\u002F\\u002Fjoukery1930.medium.com\\u002Fupdate-blocky-army-modern-war-strike-hack-free-resources-generator-2b07041bc76f', 'https:\\u002F\\u002Fmedium.com\\u002F@fpcorso\\u002Fwordpress-plugins-that-your-site-needs-935cf6d6ef75']"
How to backup a BigQuery table (or dataset) to Google Cloud Storage and restore from it,-,https://medium.com/@lakshmanok,https://medium.com/google-cloud/how-to-backup-a-bigquery-table-or-dataset-to-google-cloud-storage-and-restore-from-it-6ef7eb322c6d?source=search_post---------19,"[<time datetime=""2020-03-18T15:25:56.659Z"">Mar 18, 2020</time>]",142,3 responses,3 min read,"['alibabacloud', 'security', 'storage', 'data-security', 'disaster-recovery', 'alibabacloud', 'security', 'storage', 'data-security', 'disaster-recovery']","['https:\\u002F\\u002Fmedium.com\\u002F@muhammad.bilal160\\u002Fjuststart-d9635360c004', 'https:\\u002F\\u002Fmedium.com\\u002Fmonsterculture\\u002Fsecuring-your-web-application-database-ca7d667cd6ce', 'https:\\u002F\\u002Finfo-capabilia.medium.com\\u002Fcybersecurity-the-profession-with-a-guaranteed-job-in-latin-america-in-2020-c81fba1298b', 'https:\\u002F\\u002Ftudabirds.medium.com\\u002Ftudabirds-burd-audit-a-perfect-score-f5149b1cc351', 'https:\\u002F\\u002Fmedium.com\\u002Fasecuritysite-when-bob-met-alice\\u002Ffixme-not-a-good-idea-to-do-this-hunting-for-bugs-in-comments-f8616a6100eb', 'https:\\u002F\\u002Fmedium.com\\u002Fasecuritysite-when-bob-met-alice\\u002Fwet-signatures-and-the-wonderful-world-of-schnorr-cca65fe8e07b', 'https:\\u002F\\u002Fbillatnapier.medium.com\\u002Fdont-over-egg-your-profile-cb2c1988cb82', 'https:\\u002F\\u002Fmedium.com\\u002F@ashwin.alaparthi\\u002Fthe-barriers-to-decentralisation-dab9fa840b97', 'https:\\u002F\\u002Falibaba-cloud.medium.com\\u002Ffive-measures-to-make-alibaba-cloud-storage-more-secure-bf0dda20ccb9']"
How to concatenate sharded files on Google Cloud Storage automatically using Cloud Functions,-,https://medium.com/@lakshmanok,https://medium.com/google-cloud/how-to-write-to-a-single-shard-on-google-cloud-storage-efficiently-using-cloud-dataflow-and-cloud-3aeef1732325?source=search_post---------20,"[<time datetime=""2018-09-25T22:15:31.744Z"">Sep 26, 2018</time>]",243,5 responses,4 min read,[],"['https:\\u002F\\u002Fmedium.com\\u002Fan-idea\\u002Fgoogle-photos-is-ending-its-free-unlimited-storage-e2137b2cd23c', 'https:\\u002F\\u002Fdarshakrana.medium.com\\u002Fits-a-brave-step-but-i-don-t-see-any-downside-to-it-33fa5b522e5f', 'https:\\u002F\\u002Fyre-int.medium.com\\u002Fyre-photo-11-25-years-old-3rd-place-as-a-reportage-f3987aa5ea40', 'https:\\u002F\\u002Fmedium.com\\u002F@mpumbya.rodney\\u002Fintroduction-79ec0d92b1b7', 'https:\\u002F\\u002Fthedrlambda.medium.com\\u002Fcolor-correction-for-streaming-67b1557e6625', 'https:\\u002F\\u002Fmedium.com\\u002F@open_regist\\u002Fthe-photograph-2cf6b07dd3ae', 'https:\\u002F\\u002Fjacksoloman.medium.com\\u002Fblack-and-white-photography-whats-the-point-ea9c560decde', 'https:\\u002F\\u002Framli-kurniawan-07.medium.com\\u002Fairdrops-1e34d29ebc3c', 'https:\\u002F\\u002Fmedium.com\\u002F@mylifesamovie\\u002Fhow-to-easily-photoshop-photos-without-photoshop-1b4eb499516f', 'https:\\u002F\\u002Fmacsources.medium.com\\u002Flitrapro-professional-compact-video-light-review-macsources-7ae13602e6e']"
